iter	RMSE
121	0.2752911968
122	0.2752434598
123	0.2750275334
124	0.2749068473
125	0.2747822159
126	0.2747027356
127	0.2746003609
128	0.2744552756
129	0.2743769716
130	0.2743222791
131	0.274216679
132	0.2741052654
133	0.2740154376
134	0.2738766493
135	0.2737615071
136	0.2736325091
137	0.2735833189
138	0.27340423
139	0.2733148306
140	0.2731983703
141	0.2731132688
142	0.2729291471
143	0.2727882122
144	0.2726385449
145	0.2725428214
146	0.2724136856
147	0.2723175253
148	0.2722167021
149	0.272128331
150	0.2719863707
151	0.2718389934
152	0.2717059947
153	0.2715867236
154	0.2714416932
155	0.2712994487
156	0.2711727374
157	0.2710686456
158	0.270990711
159	0.270854549
160	0.2708066081
161	0.2706907976
162	0.2705735027
163	0.2704426514
164	0.2703439925
165	0.2702269288
166	0.2701583518
167	0.2700379958
168	0.2698739247
169	0.26977129
170	0.2696893918
171	0.2695610593
172	0.2694576515
173	0.2693779558
174	0.2693011082
175	0.269198944
176	0.2690623754
177	0.2689706405
178	0.2688509751
179	0.2687767573
180	0.2686418653
181	0.2684665894
182	0.2683291478
183	0.2681586046
184	0.2680787484
185	0.2679375247
186	0.2678780192
187	0.2677952283
188	0.2677122236
189	0.2675827815
190	0.2675408072
191	0.2674866598
192	0.2673649513
193	0.2672686473
194	0.267175065
195	0.2671111968
196	0.2670524819
197	0.2669874257
198	0.2668363529
199	0.2666856738
200	0.2665076805
201	0.2664557018
202	0.2663900519
203	0.2663181001
204	0.2661680668
205	0.2660809582
206	0.2660536575
207	0.2659812443
208	0.2659243593
209	0.2658696002
210	0.2658095688
211	0.2657184883
212	0.2655871178
213	0.265508043
214	0.2654501507
215	0.2653588587
216	0.2653076878
217	0.265160502
218	0.2650607838
219	0.2649648171
220	0.2649108369
221	0.2648173483
222	0.2646638552
223	0.2645684934
224	0.2644221812
225	0.2643652296
226	0.2643172992
227	0.2641689989
228	0.2640741462
229	0.2639659822
230	0.2639116908
231	0.2638485084
232	0.2637979136
233	0.2637272401
234	0.2636677389
235	0.2636087821
236	0.2635383961
237	0.2634527246
238	0.2633327818
239	0.2632520422
240	0.2631583558
241	0.2630584212
242	0.2629611439
243	0.2628940913
244	0.262832281
245	0.262744219
246	0.2626257454
247	0.2625438707
248	0.262449978
249	0.2622769483
250	0.262213339
251	0.2621511746
252	0.2621180834
253	0.2620202818
254	0.2619248959
255	0.261839498
256	0.2617299784
257	0.2616377317
258	0.2616023298
259	0.2615150413
260	0.261424838
261	0.2613290236
262	0.2612549946
263	0.2612030098
264	0.2611261788
265	0.2610447127
266	0.2609275026
267	0.2608142067
268	0.2607620762
269	0.2606799004
270	0.260567604
271	0.260502992
272	0.2604170584
273	0.2603214938
274	0.2602643789
275	0.2601764765
276	0.2601315368
277	0.2600570099
278	0.2599650465
279	0.2599089494
280	0.2598522199
281	0.2597055241
282	0.259627398
283	0.2595336219
284	0.2593853421
285	0.2592604882
286	0.2591631202
287	0.2589940599
288	0.2589277739
289	0.2588684336
290	0.2588088452
291	0.2587308821
292	0.2586848008
293	0.2586315168
294	0.2585367395
295	0.2584515673
296	0.258409353
297	0.2582736537
298	0.2581347341
299	0.2579217446
300	0.2578628065
301	0.2577011769
302	0.2576207122
303	0.2575656641
304	0.2573607703
305	0.2572583298
306	0.2571925543
307	0.2570788543
308	0.2570228874
309	0.2569897542
310	0.2569568195
311	0.2569064072
312	0.2567608409
313	0.2567087555
314	0.2566022884
315	0.2565096439
316	0.2564591444
317	0.2563660114
318	0.2562719991
319	0.2561251428
320	0.2559871515
321	0.2558796177
322	0.2557796913
323	0.2557136738
324	0.2555602731
325	0.2554249204
326	0.2553439308
327	0.2552191717
328	0.2551566141
329	0.255076705
330	0.2549791645
331	0.2548835129
332	0.2547911434
333	0.2546835137
334	0.2546105653
335	0.2545088516
336	0.254425641
337	0.2542665414
338	0.2541321031
339	0.2540808091
340	0.2540415593
341	0.2539726102
342	0.2538833352
343	0.2537868546
344	0.2537312315
345	0.2535965072
346	0.2534908213
347	0.2534358324
348	0.2533614455
349	0.2532528958
350	0.253174019
351	0.2530777386
352	0.2529562154
353	0.2527854983
354	0.2527321287
355	0.2526266689
356	0.2525446325
357	0.2525045017
358	0.252474916
359	0.2523467454
360	0.252250052
361	0.252107579
362	0.2519960999
363	0.2519278527
364	0.2518053337
365	0.2516884748
366	0.2515773714
367	0.251470112
368	0.2513618629
369	0.2513080738
370	0.2512315443
371	0.2511708775
372	0.2511210365
373	0.2510181049
374	0.2508980454
375	0.2508232037
376	0.2507069032
377	0.2506656458
378	0.2505376459
379	0.2504644937
380	0.2503714892
381	0.2502924754
382	0.2501795042
383	0.2501262416
384	0.2500735717
385	0.2500079315
386	0.2499475105
387	0.2498346815
388	0.2496903949
389	0.2496037712
390	0.2495065975
391	0.2494174726
392	0.2493503411
393	0.2492975439
394	0.2492434549
395	0.2491457963
396	0.2489870693
397	0.2488269444
398	0.2487218523
399	0.2486287826
400	0.2485847786
401	0.2485323625
402	0.2484513108
403	0.2483800179
404	0.2482206762
405	0.2481043377
406	0.2480241905
407	0.2479615938
408	0.2478329459
409	0.2477568877
410	0.2476500173
411	0.2475867558
412	0.247513221
413	0.247456156
414	0.247410684
415	0.2472786095
416	0.2472150229
417	0.2471273442
418	0.2470510319
419	0.2469649944
420	0.2469011067
421	0.2468019061
422	0.2467124273
423	0.2466163305
424	0.2465150003
425	0.2464622576
426	0.2463651774
427	0.2462880284
428	0.2462242269
429	0.2461180268
430	0.2459966099
431	0.2459219481
432	0.2458671582
433	0.2457786926
434	0.2456825545
435	0.245587364
436	0.2454818603
437	0.2453835604
438	0.2452804194
439	0.2452264499
440	0.2451650393
441	0.2450686423
442	0.2449959044
443	0.2448775045
444	0.244790839
445	0.244652327
446	0.244563453
447	0.2444898487
448	0.2444145157
449	0.2443208006
450	0.2441956533
451	0.24412231
452	0.2440548072
453	0.2439949752
454	0.2439062459
455	0.243833699
456	0.2438037238
457	0.2436903221
458	0.2436124124
459	0.2435444083
460	0.2434220656
461	0.2433563447
462	0.2432327762
463	0.2431481432
464	0.2430758262
465	0.2429652323
466	0.2429047226
467	0.2427588509
468	0.2427100833
469	0.24260573
470	0.242539846
471	0.2424404518
472	0.2423343568
473	0.2422442992
474	0.2421349994
475	0.2419936544
476	0.2418618815
477	0.2417547485
478	0.2416698541
479	0.2415810552
480	0.2414942182
481	0.2414091633
482	0.2413419393
483	0.2412810324
484	0.2412175739
485	0.2411303055
486	0.2409751312
487	0.2408627275
488	0.240797741
489	0.2407250991
490	0.2406053409
491	0.2405015747
492	0.2404022009
493	0.2403337816
494	0.2402806099
495	0.2401767687
496	0.2400305793
497	0.239930826
498	0.2398347905
499	0.2397439972
500	0.2396789587
501	0.2395929876
502	0.2394843541
503	0.2394149747
504	0.2392987673
505	0.2391977488
506	0.2391161827
507	0.2390345038
508	0.2388975625
509	0.2388039244
510	0.2387315544
511	0.2386396907
512	0.2385569097
513	0.2384702411
514	0.2383708095
515	0.238300334
516	0.2382244712
517	0.2381799056
518	0.2380684549
519	0.2379548439
520	0.237858937
521	0.2377701241
522	0.237701976
523	0.2375917664
524	0.2375374159
525	0.2374842218
526	0.2374068795
527	0.2373016414
528	0.237230804
529	0.237148383
530	0.2370575323
531	0.2369751766
532	0.2368929039
533	0.2367876935
534	0.2367042983
535	0.236630893
536	0.2365686417
537	0.2365156509
538	0.2364321135
539	0.2363585891
540	0.2362904023
541	0.2362207236
542	0.236109732
543	0.2360419256
544	0.2359554232
545	0.2358899997
546	0.2358239831
547	0.2357074735
548	0.2355555043
549	0.2354724393
550	0.2353926966
551	0.2352730063
552	0.235170795
553	0.235115335
554	0.2350291807
555	0.2349561974
556	0.2349122598
557	0.2347852098
558	0.2346644868
559	0.2345343332
560	0.2344548305
561	0.2343899509
562	0.2343092536
563	0.2342160716
564	0.2341806072
565	0.2341400835
566	0.2340565651
567	0.2339820294
568	0.233873689
569	0.2338493205
570	0.2337319965
571	0.2336039708
572	0.2335091896
573	0.2333935361
574	0.2333536089
575	0.2332907593
576	0.2331905827
577	0.2331289533
578	0.233092291
579	0.233061953
580	0.2330189469
581	0.2329514641
582	0.2329125738
583	0.2328498376
584	0.2327390079
585	0.2326432277
586	0.2325639957
587	0.2324874726
588	0.2323960527
589	0.2322247952
590	0.2321283334
591	0.2320454018
592	0.2319667728
593	0.2318832447
594	0.23182777
595	0.2317552683
596	0.2316771522
597	0.2315955926
598	0.2315228799
599	0.231433601
600	0.2313672044
601	0.2312977204
602	0.2312268447
603	0.2311512151
604	0.2310398847
605	0.2309368984
606	0.2308791946
607	0.2307972538
608	0.2307257457
609	0.2306705018
610	0.2306124377
611	0.2305077991
612	0.2304496624
613	0.2304145117
614	0.2303162921
615	0.2302477897
616	0.2301820817
617	0.2301099088
618	0.2300007462
619	0.2299493484
620	0.2298941782
621	0.2298216503
622	0.2297656573
623	0.2297275802
624	0.229661079
625	0.2295877204
626	0.2295007153
627	0.2294402649
628	0.2293577777
629	0.2293003009
630	0.2292428539
631	0.2291619739
632	0.2290948354
633	0.2290248391
634	0.2289525171
635	0.2288745571
636	0.2288032433
637	0.2287278646
638	0.2286596741
639	0.2286039247
640	0.2285415508
641	0.2284827312
642	0.2284270731
643	0.2283517948
644	0.2282877054
645	0.2282316266
646	0.2281261288
647	0.2280872472
648	0.2280218541
649	0.2279173071
650	0.2277931097
651	0.2277446143
652	0.2276742384
653	0.2276292092
654	0.2275617414
655	0.2275350942
656	0.2274546774
657	0.2273261217
658	0.2272953475
659	0.2272028082
660	0.2271654704
661	0.2270910624
662	0.2270235311
663	0.2269221834
664	0.2268833011
665	0.2267820775
666	0.2267324514
667	0.2266736737
668	0.2266137199
669	0.2265455428
670	0.2264138466
671	0.2263367178
672	0.2262665021
673	0.2262255161
674	0.2261601053
675	0.2260862991
676	0.2260401761
677	0.2259561099
678	0.225862422
679	0.2257466002
680	0.2256609981
681	0.2255774716
682	0.2255133129
683	0.225453482
684	0.2253864375
685	0.2253261415
686	0.2252892076
687	0.225225921
688	0.2251229441
689	0.2250379915
690	0.2249109104
691	0.224851312
692	0.2247867831
693	0.2246975058
694	0.2245770392
695	0.2244876331
696	0.224409914
697	0.2243217764
698	0.2242711323
699	0.2242205282
700	0.2241447512
701	0.2240207002
702	0.2239107947
703	0.2238495549
704	0.2237572727
705	0.2237084651
706	0.2236682084
707	0.2236094246
708	0.2235162394
709	0.2234606051
710	0.223413252
711	0.2233465713
712	0.2232911758
713	0.2232024896
714	0.2231162742
715	0.2230363335
716	0.2229323032
717	0.2228957277
718	0.2228354043
719	0.2227824398
720	0.2227036081
721	0.2226539166
722	0.2225981753
723	0.2225315913
724	0.2224968216
725	0.2224291142
726	0.222374953
727	0.2222869279
728	0.222203084
729	0.2221391944
730	0.2220843366
731	0.2220526065
732	0.2219961597
733	0.2219596827
734	0.2218514777
735	0.2217771987
736	0.2217404762
737	0.2216728659
738	0.2216227842
739	0.2215040694
740	0.2214551542
741	0.2213936771
742	0.2212747853
743	0.2211794826
744	0.2211137696
745	0.2210604808
746	0.2209802665
747	0.2209281821
748	0.2208400392
749	0.2207552459
750	0.2206988488
751	0.2206036569
752	0.2205609642
753	0.2204485658
754	0.2203844812
755	0.2203036385
756	0.2202609751
757	0.22019973
758	0.2201361718
759	0.2200625095
760	0.2199947685
761	0.2199631633
762	0.2199179745
763	0.2198940606
764	0.2198080906
765	0.2197857241
766	0.2197389751
767	0.2196702401
768	0.2196129211
769	0.219523602
770	0.2194451897
771	0.219365776
772	0.219321748
773	0.2192575241
774	0.2192324103
775	0.2191563062
776	0.2190885523
777	0.2190612776
778	0.2189994255
779	0.2189355672
780	0.2188860148
781	0.218797273
782	0.2187073545
783	0.218679139
784	0.2186102967
785	0.2185586181
786	0.2184922123
787	0.2184432704
788	0.2183966843
789	0.2182975507
790	0.218227157
791	0.2181877158
792	0.2181245589
793	0.2180473914
794	0.2179803216
795	0.217887052
796	0.2178381539
797	0.2177936433
798	0.2177208898
799	0.2176614829
800	0.2176149475
801	0.217555105
802	0.2175277354
803	0.2174378993
804	0.2173625894
805	0.2172932762
806	0.2172259018
807	0.217176459
808	0.2171232852
809	0.2170732541
810	0.2169743462
811	0.2169176234
812	0.2168288506
813	0.2167370748
814	0.2166744936
815	0.2166380826
816	0.2165413563
817	0.2164775249
818	0.2164165263
819	0.2163493321
820	0.2162789508
821	0.2161977645
822	0.2161673916
823	0.2160784462
824	0.2159742604
825	0.2159114103
826	0.2158509386
827	0.2157773567
828	0.2156745698
829	0.2156199016
830	0.2155478687
831	0.2155136131
832	0.2154255148
833	0.215322281
834	0.2152492974
835	0.2151726104
836	0.2150992219
837	0.2150490455
838	0.2149692179
839	0.2149233964
840	0.214902241
841	0.2148532477
842	0.2147934448
843	0.214740667
844	0.214674528
845	0.2146238905
846	0.2145823981
847	0.2145314725
848	0.2144578253
849	0.214403144
850	0.2143044676
851	0.2142328266
852	0.214181722
853	0.2141216956
854	0.2140825678
855	0.2140048436
856	0.2139872635
857	0.2139370276
858	0.2138794133
859	0.2138184221
860	0.2137735201
861	0.2137101878
862	0.2136750933
863	0.2136156184
864	0.2135464967
865	0.213444358
866	0.2133938664
867	0.2133191674
868	0.2132284202
869	0.2131731864
870	0.2131366003
871	0.2130907503
872	0.2130240911
873	0.2129208682
874	0.2128830718
875	0.2128504033
876	0.2128179616
877	0.2127908184
878	0.2127346481
879	0.2126517277
880	0.2125977973
881	0.2125377692
882	0.2124612933
883	0.2124050423
884	0.2123088791
885	0.2122574113
886	0.2121462535
887	0.212089185
888	0.21203486
889	0.2119668023
890	0.2118705968
891	0.2117965395
892	0.2116767466
893	0.2116500018
894	0.2115905314
895	0.2115300922
896	0.2114807183
897	0.2114026111
898	0.2113629295
899	0.211281382
900	0.2112219692
901	0.2111780065
902	0.2111100444
903	0.2110684545
904	0.2110255103
905	0.2109635996
906	0.2109206422
907	0.2108830244
908	0.2108277397
909	0.2107867617
910	0.210737103
911	0.2106707444
912	0.2106364742
913	0.2105811146
914	0.2105325494
915	0.2104868109
916	0.2104087944
917	0.2103635848
918	0.2102710554
919	0.2101946551
920	0.2101285836
921	0.2100787773
922	0.2100201883
923	0.2099611809
924	0.2099262325
925	0.2098413723
926	0.209779944
927	0.2097248849
928	0.2096527823
929	0.2096035208
930	0.209572389
931	0.2095252539
932	0.20948475
933	0.2094061627
934	0.2093489982
935	0.2092904634
936	0.2092253163
937	0.2091646497
938	0.2091075306
939	0.2090588815
940	0.2090227523
941	0.208944975
942	0.2088938855
943	0.2088272628
944	0.2087673888
945	0.2087396138
946	0.2086927769
947	0.2086533182
948	0.2086017529
949	0.2085266436
950	0.2084493237
951	0.2083851454
952	0.2083277415
953	0.2082655495
954	0.208201189
955	0.2081378245
956	0.2080817108
957	0.2080298046
958	0.2079963795
959	0.2079427307
960	0.2078624001
961	0.207836684
962	0.2077918282
963	0.207739008
964	0.2076355673
965	0.2076006267
966	0.2075567437
967	0.2074897847
968	0.2074045637
969	0.2073444852
970	0.2073040202
971	0.2072398694
972	0.2071790309
973	0.2071433935
974	0.2070745351
975	0.2070046518
976	0.2069773216
977	0.2069232023
978	0.2068505852
979	0.2067907404
980	0.2067641551
981	0.2067249275
982	0.2066900778
983	0.2066443741
984	0.2065966722
985	0.2064967734
986	0.206448253
987	0.2063700059
988	0.2063196633
989	0.2062672192
990	0.2062375068
991	0.2061996555
992	0.2061214027
993	0.2060494401
994	0.2060127702
995	0.2059074692
996	0.2058731975
997	0.205845211
998	0.2058126775
999	0.2057741151
1000	0.2057201084
1001	0.2056458467
1002	0.205591746
1003	0.2055657832
1004	0.2055004447
1005	0.2054455343
1006	0.2054048269
1007	0.2053530293
1008	0.2053046559
1009	0.2052479537
1010	0.2052017175
1011	0.2051626377
1012	0.2051192817
1013	0.2050248206
1014	0.2049811365
1015	0.2049199065
1016	0.2048679943
1017	0.2047956494
1018	0.2047144866
1019	0.2046773923
1020	0.2046028254
1021	0.2045314653
1022	0.2044757878
1023	0.2044277171
1024	0.2043975362
1025	0.2043480001
1026	0.2043231751
1027	0.2042723063
1028	0.2042415205
1029	0.2041649445
1030	0.2041376723
1031	0.2041119732
1032	0.2040584608
1033	0.203995579
1034	0.2039109483
1035	0.2038493121
1036	0.2038226367
1037	0.203789857
1038	0.2037112247
1039	0.2036736418
1040	0.2036259036
1041	0.2035485614
1042	0.2035011234
1043	0.2034161403
1044	0.203371245
1045	0.2033385629
1046	0.2032982552
1047	0.2032616616
1048	0.2031935362
1049	0.2031652609
1050	0.2031016691
1051	0.2030510462
1052	0.2030097348
1053	0.2029673037
1054	0.2029257593
1055	0.2028799065
1056	0.2028259461
1057	0.2027645723
1058	0.2027231748
1059	0.2026287782
1060	0.2025336911
1061	0.2024651661
1062	0.2023979501
1063	0.202363948
1064	0.2023095363
1065	0.2022700326
1066	0.2022225352
1067	0.2021892064
1068	0.2021429449
1069	0.2020989935
1070	0.2020650987
1071	0.2020266523
1072	0.2019663972
1073	0.2018863634
1074	0.2018447827
1075	0.2018012562
1076	0.2017591065
1077	0.2017282144
1078	0.2016846624
1079	0.2016231747
1080	0.2016015638
1081	0.2015288068
1082	0.2014652997
1083	0.2014178389
1084	0.2013590295
1085	0.2013041824
1086	0.2012188145
1087	0.2011785065
1088	0.2010938114
1089	0.2010395103
1090	0.2009714479
1091	0.2009248176
1092	0.2008558882
1093	0.2008028401
1094	0.200766043
1095	0.2007259646
1096	0.2006757088
1097	0.2006222484
1098	0.2005601317
1099	0.2005186306
1100	0.2004319366
1101	0.2003789764
1102	0.200313132
1103	0.2002518505
1104	0.2002020203
1105	0.2001438773
1106	0.2000610327
1107	0.2000231634
1108	0.1999906099
1109	0.1999377768
1110	0.1998927987
1111	0.1998613374
1112	0.1998251976
1113	0.1997374037
1114	0.1997032412
1115	0.1996162173
1116	0.1995610463
1117	0.1995197318
1118	0.1995018152
1119	0.199473009
1120	0.1994213967
1121	0.1993826243
1122	0.1993524138
1123	0.199302986
1124	0.1992771536
1125	0.1992586993
1126	0.1992025556
1127	0.1991562529
1128	0.1991099296
1129	0.1990678288
1130	0.1989945418
1131	0.198922898
1132	0.1988601681
1133	0.1988240409
1134	0.1987884096
1135	0.1987078976
1136	0.1986635643
1137	0.1985769209
1138	0.1985395109
1139	0.1985081333
1140	0.1984450232
1141	0.1983844532
1142	0.1983218636
1143	0.1982819476
1144	0.1982236271
1145	0.1981828322
1146	0.1981320372
1147	0.198052087
1148	0.1979830911
1149	0.1979373503
1150	0.1978587366
1151	0.1977582116
1152	0.1976519048
1153	0.1976175247
1154	0.1975757397
1155	0.1975219431
1156	0.1974833851
1157	0.1974441582
1158	0.1974155004
1159	0.1973379725
1160	0.1972844671
1161	0.1972348156
1162	0.197180171
1163	0.1971074195
1164	0.1970591475
1165	0.1970302067
1166	0.1969991445
1167	0.1969438208
1168	0.1968739627
1169	0.1968397687
1170	0.1968074435
1171	0.1967729461
1172	0.1967253542
1173	0.1966617563
1174	0.1966034276
1175	0.196552842
1176	0.196532231
1177	0.1964783392
1178	0.1964303826
1179	0.1963585519
1180	0.1963081763
1181	0.1962353041
1182	0.1961972454
1183	0.1961606552
1184	0.19614024
1185	0.1960848076
1186	0.1960246391
1187	0.1959738105
1188	0.195906263
1189	0.1958645772
1190	0.1958259559
1191	0.1957849106
1192	0.1957418502
1193	0.1957018591
1194	0.1956631782
1195	0.1956177905
1196	0.1955271967
1197	0.1954800112
1198	0.1954362006
1199	0.195394862
